Unnamed: 0,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
105.0,Noorderlicht,2022.0,"Nick Hannes
The Financial Zone","the financial zone is a visual investigation into the financial world and its corporate culture nick hannes focusses on situations behind the scenes of a number of financial institutions in the netherlands and belgium he created the photo series as an autonomous commission given by the state university of groningen and noorderlicht
when the media report on economics they usually show images of workers  or operational personnel somewhere in the production chain if white collar employees are depicted at all it’s mostly though stereotypical stock photography men and women in suits smiling wide and shaking hands represent the dynamic character and diversity that the company wants to radiate we rarely see them in real action

photographer nick hannes belgium 1974 went to the head offices of a number of banks and financial companies in the netherlands and belgium to depict office life in a documentary manner with office employees those in charge and the echelon inbetween playing the lead

modular systems and clean desk policy are their environment the new workplace is social and flexible fashionable and homely ergonomic and technological company restaurants offer healthy meals and corporate mindfulness is on the rise there is fitness a prayer room and art on the wall wellbeing in the workplace is important in a time characterised by stress and burnouts

hannes’s photographs are subtle observations of an astonished outsider in a universe not exactly known for visual spectacle he focusses on the relationship between man and his workplace he searches for personal accents in a generic environment meandering along the thin dividing line between banality and surprise between humour and alienation

this photo series was commissioned by the university of groningen and noorderlicht as part of the cycle imagining science hannes has been in dialogue with several researchers at the university the cycle is founded on the idea that science and art have much in common an urge to explore the world around us and to make acquired knowledge tangible to share it these commissions are inspired by university research whose subject is in keeping with the noorderlicht themes in the long term this captures a multifaceted picture of scientific life",2022.4-2022.7
106.0,Noorderlicht,2022.0,"Marina Sulima & Olivia d’Cruz
In the Courtroom with Rocks","the recently in groningen graduated artists marina sulima moldavië and olivia d’cruz india present a mixed media exhibition about the earthquakes in the province of groningen caused by the extraction of natural gas they draw parallels to problematic mining areas elsewhere in the world in indonesia and india this exhibition is part of a longrunning collaboration with the pbd culture fund about the moving groninger soil
the enlightenment taught us that the earth is a passive ball of resources spinning endlessly across the galaxy following this epiphany came decades of rampant extraction washing of sensitive ecosystems with petrochemicals altering the soil waters and atmosphere there’s now enough evidence to suggest that the earth is not just a static background indifferent to human actions but rather that it is sensitive and is able to react to its abuse

in the courtroom with rocks examines three locations in which the geological layer of the earth responds to resource extraction drilling induced earthquakes in the province of groningen the netherlands a blowout of a natural gas well triggering the eruption of a mud volcano in sidoarjo indonesia and a hybrid ecosystem at an abandoned iron ore mine in goa india

by borrowing the structure of a court case various films animations and installations convene to visually investigate some of the complexities around mining and their implications on different landscapes and their inhabitants

this project is part of renewed energy a multiyear project cooperation between bpd cultuurfonds and noorderlicht",##
107.0,Noorderlicht,2022.0,"Ukraine: The Path to Freedom
27 Ukrainian artists","this exhibition presents the wealth of ukrainian photography throughout five decades it begins in the 70s at the moment when ukrainian visual art began to publicly express its own language and ends with the war that engulfs the country now
for centuries ukraine has been continuously fighting for its own identity freedom language and state borders the eastern part joined the then forming soviet union after the revolution in 19171918 while the western part joined by military force in 1939

the ukrainian socialist republic went through a long period of eradicating national identity and formation of new images new symbols propaganda and new ‘soviet’ identity old narratives were destroyed historical facts were manipulated and those who did not share the new ideology eliminated literally or by silencing their voices through deportations and other means

when the soviet union fell ukraine declared its independence on august 24 1991 a new stage of development and restoration of the lost identity began

‘ukraine – the path to freedom’ looks at the period of the country’s independence from the first attempts at a revolution in its photographic language in the 70s to the present day it visualizes key events in the history of ukraine and looks at the development of photography during this period the exhibition aims to show how the sociopolitical and artistic life in the country are intimately connected

the show consists of four parts corresponding to four recent historical periods and offers the works of several generations of ukrainian authors it shows how photography acts on multiple social levels as a method of recording changes as a form of protest a personal story a reflection on events and a political statement

art is a mirror of society and especially photography can be a means towards deeper cultural understanding and engagement it tells us how ukraine is travelling along a historical path of struggle for freedom for its borders the right to exist culture and future as recent events prove the price of this struggle is high

 

during the exhibition the second edition of ‘the information front’ will appear a more documentary publication series with work by local photographers on the war and the path towards it 

‘ukraine – the path to freedom’ pioneers an approach from a ukrainian historical perspective

work from the following photographers can be seen during the exhibition alexander chekmenev andrii dostliev  lia dostlieva andriy lomakin boris mikhailov dmytro kozatskyi elena subach evgeniy pavlov kirill golovchenko lisa bukreyeva maxim dondyuk mila teshaieva mstyslav chernov mykhaylo palinchak mykola ridnyi oksana parafeniuk oleksandr suprun paraska plytkahorytsvit rita ostrovska roman khimei  yarema malashchuk sasha kurmaz valeriy miloserdov viacheslav poliakov viktor  sergiy kochetov and vladyslav krasnoshchok

the exhibition is curated by kateryna radchenko odesa photo days festival and wim melis noorderlicht it is a coproduction between noorderlicht and foundation for old groningen churches in cooperation with odesa photo days festival and the information front

tickets to ‘ukraine – the path to freedom’ can be purchased here or at the exhibition desk

the information front
the second volume of the information front ukraine the path to freedom is now available this independent publication series portrays the important events in ukraine’s history proceeds from this book will be donated to the depths of art an institution that supports ukrainian culture including photographers ",2022.9-2023.1
108.0,Noorderlicht,2023.0,"Performing Adulthood
Robin Alysha Clemens","what does growing up mean for generation z and how do young people portray themselves in a society where visual representations are more important than ever this project poses the question what do we show and what would we rather keep hidden how do others see us and how much control do we actually have over it
performing adulthood is a photography and video project by robin alysha clemens about young people between the ages of 16 and 24 this project provides a glimpse into the world of this generation and it prompts us to think about the selfimage of young people for whom the presence of cameras has become ubiquitous

performing adulthood shows the abrasive inquisitive and sometimes uncomfortable moments that shape our perception of adulthood representation and identity it is about looking and being seen about hiding and revealing about presenting yourself and how this sometimes fails

this project arose from a collaboration with the university of groningen and noorderlicht in the series ‘imagining science’ each year a photographer is commissioned to depict a field of scientific research in relation to a theme robin alysha clemens’ artistic practice was supported by the mondriaan fund in 2021 while she was working on this project",2023.1-2023.2
109.0,Noorderlicht,2023.0,"Alice Wielinga
The Groninger Gallery - Portraits from the earthquake area","on 4 february the groninger gallery – portraits from the earthquake area opens at museum aan de a in groningen the exhibition tells personal stories of residents from the earthquake area in words and images the portraits and residents’ stories give a unique picture of the area and show a cautious faith in the future the exhibition was created from a collaboration with bpd culture fund museum aan de a and magazine noorderbreedte
groningen deserves our full attention noorderlicht and bpd cultuurfonds are making a cultural connection to the consequences of natural gas extraction and the future of groningen with an extensive programme renewed energy this year the programme begins with the groninger gallery – portraits from the earthquake area

the groninger gallery – portraits from the earthquake area
magazine noorderbreedte interviewed groningers who are affected by the quakes in various ways they talk about their future or conversely their inability to formulate it the interviews show that any substantial future story for groningen has to start with the painful past but that it is possible to tell stories that allow us to move forward photographer and visual artist alice wielinga created staged portraits of the groningers for the exhibition the result is a special portrait series that will be on display at museum aan de a until 11 june

museum aan de a historical museum for the city and province of groningen complements this exhibition with information on the history of gas extraction and on the earthquake problems in groningen moreover at the reading table visitors can read books listen to podcasts and share their own ideas about the future of groningen

groningen visible in the hague
from 24 february the multimedia exhibition vergezicht groningen panorama op de toekomst can be seen at museum beeld  geluid in the hague for this exhibition documentary photographer dirkjan visser respectfully made video portraits of six groningers from the earthquake area who share their perspectives on the future groningen is more than just earthquakes groningen is home to people who are working on interesting inspiring and innovative initiatives that will make the community and the landscape futureproof

report of parliamentary committee of inquiry
the groninger gallery – portraits from the earthquake area and vergezicht groningen panorama op de toekomst will both open in february the month in which the parliamentary committee of inquiry into natural gas extraction groningen is expected to present its final report to the house of representatives thirty years after the moment when the relationship between gas extraction and the earthquakes was established

renewed energy
exhibitions the groninger gallery – portraits from the earthquake area and vergezicht groningen panorama op de toekomst are part of hernieuwde energie a multiyear cooperation between bpd cultuurfonds and noorderlicht 2021 – 2024 the full programme of hernieuwde energie for 2023 will be announced in february

it will include a publication by writer and journalist auke hulst known for the book kinderen van het ruige land on the alternative history of the area around slochteren there will also be activities at noorderlicht photo festival which this year has the theme regenerate and addresses the increasing pressure of huge global challenges in their impact on our coexistence

“the board of bpd cultuurfonds hopes in this way in consultation with groningen and the groningers to make a positive contribution and inspire other parties to invest in this part of the netherlands the uniqueness of this area deserves our continued appreciation and attention” says mirjam van ’t veld chairman of the board bpd cultuurfonds",2023.2-2023.8
110.0,Noorderlicht,2023.0,"Groninger Prospect, a Panorama of the Future
Dirk-Jan Visser and Gus Drake","‘groninger prospect a panorama of the future’ is a multimedia exhibition in which six groningers share perspectives on the future groningen is more than just earthquakes groningen is home to people working on interesting inspiring and innovative initiatives to futureproof the landscape and the community
the problems regarding the natural gas extraction in groningen have long been a distant memory for the hague and the rest of the netherlands until the crisis became so apparent that in recent years it finally claimed the deserved attention of politicians and the media at the end of february 2023 the parliamentary committee on natural gas extraction groningen will issue its final report much needs to be restored both physically and in trust and administrative relations but now is also the time to start looking forward again

‘groninger prospect a panorama of the future’ features six video portraits with photographic images of the groningen landscape its people personal suffering as a result of the earthquakes and impressions of possible future scenarios in these video portraits six different people share their experiences and insights into the problems caused by gas production talk about what groningen means to them talk about their experience with damage control express their disappointment at the lack of trust make suggestions from personal experience and share their dreams for the future of groningen

in the video portraits the six interviewees address the audience directly they complement each other they sometimes contradict each other and it turns out that not everyone agrees with each other it is clear that ‘the groninger’ does not exist the communities in groningen are diverse and made up of individuals who all deal with what the earthquakes have brought in an individual way in any case it is clear from all the conversations that the earthquakes are not the problem the problem is how the consequences are dealt with

renewed energy
‘groninger prospect a panorama of the future’ is a noorderlicht production performed by dirkjan visser and gus drake this exhibition is part of the multiyear project renewed energy a multiyear cooperation between bpd cultuurfonds and noorderlicht 2021 – 2024 the full programme of renewed energy for 2023 will be announced in february

it will include a publication by writer and journalist auke hulst known for the book kinderen van het ruige land on the alternative history of the area around slochteren there will also be activities at noorderlicht photo festival which this year has the theme regenerate and addresses the increasing pressure of huge global challenges in their impact on our coexistence",2023.2-2023.4
111.0,Noorderlicht,2023.0,"Ode to Home
Gus Drake","ode to home is a sitespecific exhibition set in a house on meerweg 6 in overschild groningen the village of overschild consists of a community of one hundred and eighty homes eighty percent of which will have to be demolished due to the earthquakes caused by gas extraction
seven families on meerweg in overschild forced to leave their homes due to the earthquakes granted artist gus drake an intimate look into their homes and lives for four years beginning in 2019 in ode to home the viewer enters a time capsule of memories a silent witness to the lives of the residents

this project is part of stories of groningen and linked to renewed energy a multiyear collaboration between bpd cultuurfonds and noorderlicht",2023.4-2023.5
112.0,Noorderlicht,2023.0,"Pieter Tonnis de Graaf, Caroline Penris, Marc Knip, Anita Oosterloo en Erik Slot
De Foto Opdracht","with renewed energy noorderlicht and bpd cultuurfonds in cooperation with various partners are putting together a programme full of exhibitions publications and public activities de foto opdracht in collaboration with historische vereniging middelstum will open in middelstum on 30 april
groningen deserves full attention in late february the parliamentary committee on natural gas extraction groningen released its final report much needs to be restored both physically and in trust and administrative relations but it is also the time to look forward again

in the exhibition de foto opdracht five residents of middelstum and the surrounding region present a view of their habitat which aligns with their own experiences and their view of the future the residents decided what should be portrayed and the photographers from noorderlicht determined the method and form in this exhibition you will see the result of this collaboration the stories have become very personal and at the same time they touch on an important question that lies behind these visual narratives how can groningen change and still remain itself

de foto opdracht is part of the hernieuwde energie project a program full of exhibitions publications and public activities by noorderlicht and bpd cultuurfonds in collaboration with various partners

the photographers at the noorderlicht photo salon are pieter tonnis de graaf caroline penris marc knip anita oosterloo and erik slot in collaboration with pieter goldhoorn fre tuitman jannie and jakob blauw jacob hogendorf and dick wijgchel",2023.4-2023.6
113.0,Noorderlicht,2023.0,"REGENERATE: Noorderlicht International Photo Festival
Groningen - Friesland - Drenthe","most of regenerate is already over noorderlicht is extremely happy that we were able to put together another beautiful festival thanks to all the visitors and to the team that made it possible haven’t you had enough of regenerate yet you can admire regenerate life in the martinikerk in sneek until january 7
with regenerate as its theme the 2023 festival brings together works that explore the changes modern society must face where people in today’s world experience a sense of being displaced regeneration means seeing ourselves and the world as built around reciprocal relationships that benefit all parties such a renewed worldview means that people including their technological achievements and other living beings within the world’s ecosystems depend on each other for their health wellbeing and survival

by exhibiting projects from this new thinking the festival aims to ask questions about where we want to go and how to get there about the time we live in and the time to come

regenerate shows photographs from
cristóbal ascencio glorianna ximendaz xingrong qiao wawi navarroza deepti asthana kim tieleman claire sunho lee marjolein busstra matthieu gafsou laura boushnak eline benjaminsen mckenzie calle nicolas janowski cynthia maiwa sitei lavinia xausa velibor bozovic daniel chatard risk hazekamp domenico mangano  marieke van rooy ngadi smart eline kersten sayam ghosh consuelo oppizzi vincent van gaalen dirkjan visser  gus drake ole witt suzette bousema alex kemman angela blazanovic misha vallejo prut rebecca najdowski marina sulima  olivia d’cruz david vroom jacob molenhuis hester scheurwater karianne bueno maxime riché bob miller fatma çelik catherine jack joão castilho erin tjin a ton gosia kaczmarek dirk hardy sabine grootendorst michelle piergoelam simone tramonte brieuc weulersse chloé azzopardi rasa smite  raitis smits m’hammed kilito en jake elwes",2023.6-2023.12
114.0,Noorderlicht,2023.0,International Photo Festival,"at museum belv©dère noorderlicht presents artists who explore how we humans relate to nature how are we connected to it in what ways can we work together to improve both our own and the planets wellbeing the works on display reveal alternative ways of looking at experiencing and relating to a world that doesnt revolve around humans alone
with regenerate as its theme noorderlicht
international photo festival points to the desire to restore and strengthen natures health and resilience this can be done in various ways sometimes by actively intervening or by simply taking a step back and trusting the restorative power of nature itself the goal is to protect our
environment and ensure that the world remains a liveable place
our instinctive relationship with nature encourages us herein humans still feel a deepseated emotional
connection with nature which we are part of like all other living beings on this earth recognising this is invaluable especially in our western world where everything strives to be ever more individualisticmaterialistic faster and
efficient we tend to forget this yet in some other cultures we see this connection with nature coming to the fore
the various works on display invite us to reflect on the
immediate impact our actions have on the environment on how ecologically fragile nature is but equally how strong its selfhealing and regenerative capacity is in the global ecosystem all life is interconnected nature deserves as many rights as humans and their modern developments with this idea in mind the festival encourages the
exhibited works to question the direction we want to take and how to get there to question the times we live in and the times yet to come
noorderlicht international photo festival 2023kicks off at museum belvédère the festival which became a biennial two years ago offers exhibitions throughout the northern netherlands  from friesland to groningen and drenthe  on various dates from now until early december the festival theme regenerate is motivated by the widely shared feeling that a new fresh start is needed in our interaction with nature and society it is about our
relationship with our immediate environment ourselves and the world we live in we are therefore approaching the festival from three perspectives regenerate liferegenerate ourselves and regenerate society the works on display at museum belvédère focus on the first part regenerate life
the festival also includes a side programme of projects complementing the festival theme stemming from various collaborations
",2023.6-2023.9
115.0,Noorderlicht,2023.0,Noorderlicht REGENERATE,"noorderpoort’s art and multimedia department is preparing for an exhibition at noorderlicht studio the opening is listed for june 30 several courses will be working on the theme regenerate the theme of our biennial noorderlicht international photo festival whereas the festival has a global approach the students are looking for it close to home in the city of groningen soon they will get to work in noorderlicht studio
at noorderlicht we believe it is important to bind the upandcoming generations to us and to give them room to develop their talents further we are therefore very happy with the collaboration with noorderpoort we have asked students from the art and multimedia department to give their own vision of our festival theme regenerate the theme explores the widely held feeling that a fresh start is needed in our dealings with nature and society the group of students developed and designed their own ideas under the guidance of noorderlicht’s education team the work in the exhibition gives the public a glimpse into the experiences of this young generation of makers

the following students collaborated on the exhibition
metha kramer layla tonkes thijs schuringa boukje visser lio van beek guusje heuving roos lilroosie bear dorian bos and daphne griemink",2023.6-2023.7
116.0,Noorderlicht,2023.0,International Photo Festival,"in museum opsterlã¢n noorderlicht shows artists who
investigate how we as humans relate to nature how are we connected to it and in what ways can we work together to improve our own wellbeing and that of the planet the works on display show alternative ways of looking at
experiencing and relating to the morethanonlyhuman world
with regenerate as its theme noorderlicht
international photo festival refers to the desire to restore and enhance the health and resilience of nature this can be done in various ways sometimes by actively
intervening sometimes by taking a step back and trusting the restorative power of nature itself the goal is to protect our environment and keep the world livable
our instinctive relationship with nature encourages us to do so humans still feel a deepseated emotional connection to nature of which we like all other living things on this earth are a part it is invaluable that we realize this especially in the western world where everything has to be more and more individualistic
material faster and more efficient we sometimes forget this in some other cultures we do see the connection with nature come to the fore
the various works on display invite us to reflect on what immediate impact our actions have on the environment how ecologically fragile nature is but at the same time how strong its selfhealing and regenerative capacity is in the global ecosystem all life is interconnected nature deserves as many rights as humans and their modern
developments with this idea in mind the festival wants the exhibited works to ask questions about where we want to go and in what way about the time we live in and the time yet to come
noorderlicht international photo festival has been a
biennial for two years and offers exhibitions throughout the northern netherlands on various dates from now until
early december from friesland to groningen and drenthe the festival theme regenerate is motivated by the widely shared feeling that a new fresh start is needed in our dealings with nature and society it is about our
relationship with our immediate environment ourselves and the world we live in we therefore look at the festival from three perspectives regenerate life
regenerate ourselves and regenerate society
the works shown in museum opsterlãn are by photographer bob miller fatma celik and sabine
grootendorst they focus on the first partregenerate life",2023.7-2023.9
117.0,Noorderlicht,2023.0,Groninger Museum Night,"on saturday september 9 the time has come for the seventh time grid grafisch museum in akerk groninger museum storyworld forum groningen museum aan de a synagoge groningen noorderlicht and universiteitsmuseum will open their doors until after midnight admire special exhibitions and permanent collections attend a workshop listen to stories or dance to the music there is plenty to see and do
7 museums for € 10
with one ticket you visit all 7 museums in the city of groningen for only €10 in total during the groninger museumnacht you exchange your ticket for a wristband that gives you access to all the museums tickets can be ordered via ticketsgroningermuseumnl

program
the rolling stones are back in the exhibition unzipped at the groninger museum fancy a bit of rock  roll during museum night come along and enjoy performances by collignon and deejay irie among others get an airbrush tattoo by ‘get it on tattoos’ or immortalize yourself in a unique drawing by artists naomi and haru or during the night visit the exhibition phallus norm  form at the university museum the male member takes center stage on a pedestal maybe so but mostly to knock that down from time to time one thing is sure the exhibition breaks many clichés

more into romance than rock and roll then take a night cruise on the a and the zuiderhaven between museum aan de a where all kinds of workshops are given and the groninger museum two historic ships sail back and forth with music poetry comedy and stories on board speaking of the a a visit to the akerk should not be missed either the druktemaker the mobile museum print shop of grid graphic museum will be in the church during museum night all evening you can experiment with printing ink and paper roll up your sleeves and make a linocut silkscreen or risoprint

in forum groningen you get – whether or not dressed as disney princes – the last chance to admire the major exhibition disney – telling times stories surrounding it are disney strings ballroom dancing a speedy pub quiz and a talk by media scholar dan hasslerforest on how woke disney is or is not storyworld is also open of course there awardwinning graphic novel author aimée de jong draws the stars from the sky

in addition to the permanent exhibition and the temporary exhibition synagoge groningen will host performances by the groningen band anamesa throughout the evening with the sounds of traditional instruments anamesa will bring balkan ballads klezmer and the exhilarating dances of the mediterranean to life in the colorful synagogue

in noorderlicht studio noorderpoort students visualized their own ideas around the noorderlicht festival theme regenerate regenerate explores how we can work together with the planet and its inhabitants for a better future expect music impressive photography and imagine yourself in the future for just a moment

joint initiative
the groninger museum night is a joint initiative of the groninger museum museum aan de a grid graphic museum in akerk storyworldforum groningen university museum noorderlicht and the synagogue there is also intensive collaboration with usva stichting oude groninger kerken and noorderpoort",2023.9
118.0,Noorderlicht,2023.0,Sex Shooter - The Liberation of Sexual Identify,"arts and cultural organizations from 18 cities
european cities are jointly rewriting james joyces iconic and highprofile masterpiece ulysses1922 titled ulysses european odyssey it is a new artistic translation of the books 18 chapters each with its own theme noorderlicht is the dutch partner in this ambitious project focusing on episode xili from this classic european masterpiece in which the theme of sexuality is central visual artist hester scheurwater was commissioned to elaborate episode xill in an art installation

she is doing so together with young artists nelke mast and chiara pastoor the title of this multimedia installation is ‘sex shooter  the liberation of sexual identity an explicit and confrontational experience suitable only for visitors over 18 the exhibition runs parallel to gender mattersstories from istanbul
the installation sex shooter the liberation of sexual identity is
inspired by episode xill of ulysses by james joyce and translates the theme of sexuality voyeurism and objectification into various gender identities the installation offers an experience where images
photographs videos sounds and scents guide the viewer through the exhibition
hester by allowing visitors to embark on an inner journey from space to space i aim to invite them to reflect on changing ideas surrounding identity sexuality and nonnormative bodies in my work and the process of creating this installation i seek to reclaim power over how naked bodies and sexuality are perceived i want to encourage people to embrace their own sexuality and body image regardless of their gender identity and empower them to deconstruct norms and find freedom in selfdetermination by promoting gender equality and breaking traditional gender roles short film
directed by is a short film consisting of a collection of erotic surreal and humorous selfportraits filmmaker and selfportrait artist chiara pastoor takes complete control of her body sexuality and shameless enjoyment of yourself and your body by assuming the position of director as well as the woman in the picture she reclaims power over her body and female nudity on screen thus selfportrait art is redefined within the theories of the male female and internalized male gaze recovering from lyme disease and the sudden death of her brother chiara found that the grief surrounding these events had bastardized her relationship with her body she no longer recognized her own body and felt removed from all need for intimacy and sex thus in 2018 she decided to use the medium of photography to break these blockages erotic and nude selfportraits allowed her to revisit sexual needs in a safe playfulness and reconnect with her body ulysses
thanks to a 178 million euro grant from creative europe for a 33 month cultural project 18 european cities led by brave new world productions in leeuwarden can get to work on a new artistic translation and representation of james joyces ulysses noorderlicht platform for contemporary perception is the dutch partner in this ambitious project want to know more about this project then click here
",2023.9-2023.12
119.0,Noorderlicht,2023.0,Shifting Baselines,"in the late 1990sbiologist daniel pauly introduced the concept of “shifting baselines it describes a phenomenon in which successive generations form their perceptions of the environment based on their own experiences unaware of previous states this gradually changes the understanding of what is
considered “normal or “natural this ongoing shift in this “baseline against which we judge environmental conditions has significant implications for conservation and agriculture

if each generation accepts a deteriorated or diminished state of the environment as the new norm it can perpetuate continued
degradation without recognition of the losses that have occurred this can lead to the shifting baseline syndrome in which successive generations have lowered expectations of what a healthy ecosystem should really look like this photography project offers an intriguing glimpse of a future in which the groningen landscape thrives as a center for regenerative agricultural practices
these photographs brings a future vision of sustainable crop rotations to life agroforestry systems precision agriculture and soil
regeneration techniques the images depict the landscape almost as unreal movie sets where the emphasis seems to be on all kinds of
technical developments that seemingly allow one to gain control over various natural processes the images eddo hartmann made for this project provide a critical look at the current belief in farreaching innovation technological developments are often still aimed at maximizing retums to actually tackle climate change a different approach is required that includes not only technological advances but also changes in behavior we must become aware of the impact of our own actions and be willing to adjust our behaviors
eddo hartmann
eddo hartmann born in the hague in1973 studied at the royal academy of arts in the hague he is a dutch photographer with a career that has spanned over 25 years hartmann is renowned for
capturing striking and thoughtprovoking images of architecture and urban spaces initially he started his career as a commercial and editorial photographer but later shifted towards longterm
documentary projects one of his most notable works is“setting the stage  north korea” which is a series that documents the intricately designed communist capital of pyongyang
in addition to his photographic work hartmann is also a lecturer in the hague where he teaches technical skills and visual grammarhe is committed to capturing the impact of human activity on the planet and its landscapes hartmanns work has been widely exhibited and published in newspapers and magazines around the world and can be found in private and public collections he has received numerous awards including the 2018 lensculture exposure award currently based in amsterdam he continues to work as a freelance photographer",2023.10-2023.12
120.0,Noorderlicht,2023.0,"Akerk
Regenerate Society","at the akerk noorderlicht brings together the work of artists who seek positive change in the world and present alternative perspectives on the reality around us whereas the exhibition sometimes takes a foray into regenerate ourselves and life here regenerate society is the focus of the works on display
regenerate society refers to the desire to make positive changes and improvements in the way a society functions and to promote quality of life for its citizens
these processes can take place at various levels including social economic environmental and cultural regenerate is about healing and transforming relationships and systems as well as revising and reconstructing a history whereby the past is transformed into a source of strength and inspiration for the future regeneration in the context of our society is also about social reform and the pursuit of a better and more just society
regenerate showcases stories with renewed insights into both the macro and micro worlds around us some of the works on display show that regeneration not only means embracing innovation and advanced technologies but sometimes actually requires reaching back and returning to ancestral traditions and knowledge",2023.10-2023.12
121.0,Noorderlicht,2023.0,International Photo Festival,"in campis noorderlicht shows artists exploring alternative ways of dealing with agricultural life how do we as humans relate to nature and in what way can we work together to improve our own wellbeing and that of the planet
with regenerate as its theme noorderlicht
international photo festival here refers to the desire for a healthy relationship with nature and an active attitude that contributes to strengthening the health and resilience of nature this can be done in various ways sometimes by actively intervening sometimes by taking a step back and trusting the restorative power of nature itself the ultimate goal is to keep our world livable
our instinctive relationship with nature encourages us to do so people still feel a deep emotional connection with nature of which we are a part like all other living beings on this earth it is invaluable that we realise this especially in the western world where everything has to be more and more individualistic material faster and more efficient we sometimes forget this in the global ecosystem all life is interconnected with this idea in mind the festival wants to use the exhibited works to ask questions about where we want to go and in what way about the time we live in and the time yet to come
noorderlicht international photo festival 2023 started in friesland and is now moving across groningen and
drenthe the festival has been a biennial for two years and offers exhibitions throughout the northern netherlands on various dates from now until early december
the festival theme regenerate is motivated by the widely shared feeling that a new fresh start is needed in our dealings with nature and society it is about our
relationship with our immediate environment ourselves and the world we live in we therefore look at the festival from three perspectives regenerate life
regenerate ourselves and regenerate society the works shown in campis focus on the first part regenerate life the festival also includes a side
programme of projects complementing the festival theme created from various collaborations",2023.10-2023.11
122.0,Noorderlicht,2024.0,DREAMSCAPES,"be amazed by the dream worlds in dreamscapes from 18 to 20 january kim hunnersen’s exhibition dreamscapes will be on show during esns at noorderlicht studio kim has a great passion for music and worked for 16 years at poppodium vera where she made posters for the concerts that were printed in vera’s artdivision workshop in her work she uses photographs as the basis which she then transforms using collage techniques the results are imaginative landscapes with a unique signature
for her collages kim uses her own photos of landscapes travels and anything that inspires her she combines these with cutout photographic parts from insect books books on flora and fauna the universe and magazines she then merges the different parts into a new composition with its own story she does this both on the computer and by hand cutting and sliding and sometimes using other materials such as ecoline pastel and paint besides music her sources of inspiration are animals and nature fascinated by the colours shapes and patterns she takes the viewer into the wonderful new dream worlds that are created after the design process the works are screenprinted by hand in small limited editions built up with different colour layers the result is a vivid multitude of layers and colours that surprise the viewer no two prints are exactly the same making each work unique

talent from here
kim hunnnersen’s exhibition is part of talent van hier a project taking place in cooperation with participating visual arts partners kunstpunt sign het resort and np3 with talent van hier presentation spots are created at existing festivals and venues in groningen in this way we use the infrastructure and public familiarity that already exist to offer talents from the region a stage in this way we want to work together to make unknown groningen cultural talent visible and offer it a presentation place",2024.1
123.0,Noorderlicht,2023.0,Pixel Perceptions,"can you still believe your own eyes artificial intelligence ai and algorithms are unconsciously becoming more and more part of our daily lives the relationship between man and machine is changing and in the creative industry it raises questions about the reliability of images for example how does ai impact the creative industry noorderlicht is exploring that question this autumn with a powerful group exhibition pixel perceptions focuses on ai and the reliability of images we look at what impact all those algorithms have on our daily lives and the consequences for creators and the creative industry
from asking chatgpt to make a shopping list to generating images that are indistinguishable from real ones we challenge you to think about the impact of ai on your life are you aware of this influence what ethical dilemmas does it raise and could we also use ai in a positive and effective way to raise a more inclusive society critical thinking is key but also thinking in terms of possibilities

pixel perceptions is presented in two parts the main exhibition starts 19 october in the akerk in groningen in noorderlicht studio young and upcoming talent gives its own interpretation of the theme of pixel perceptions want to know more about the subject in advance then listen to our podcast episode pixel perceptions dutch spoken or read the guest blog from boris eldagsen",2023.10-2024.1
124.0,Noorderlicht,2024.0,Noorderlicht x Noorderpoort,"exhibition ai and gender identity by students noorderpoort kunst  multimedia
in collaboration with noorderpoort noorderlicht will present an exhibition by students from the kunst  multimedia department for six weeks students will work at the noorderlicht studio to explore the theme of ai and gender identitysexuality ai offers many opportunities but does not always show how diverse our society is it is often noticed that results on gender are surprisingly stereotypical by critically examining these results and the lack of representation in ai systems the students strive to discover and imagine new perspectives

they will present their insights creative process and challenges in a creative final product that will be exhibited in noorderlicht studio",2024.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
