,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
104,Noorderlicht,2022,"Baukje Venema
Out of the Bog","‘Out of the Bog’ is Baukje Venema’s photographic collaboration with Noorderlicht and the daily newspaper Dagblad van het Noorden. It follows a slow journalism project about poverty in the ‘Veenkolonial’ areas, where historically peet was dug from the ground, about the causes of poverty as often transferred from generation to generation. The project features portraits of current residents, collages that are based on images from historical archives and texts from the journalistic project.
When you are seemingly stuck on paths that have been trodden for generations, how do you set out on a new path?

The former peat colonies of Groningen and Drenthe were originally boglands where pioneers cut peat, waterways brought wealth, and agriculture and industry reinforced each other. Until the modern age turned its back. Nowadays, the area is associated with deprivation. At the same time, residents are proud of their region, and fed up with its image.

How does change come about when your region’s history and image are tied to sod huts and peat labourers, when its story and ensuing consequences are woven into the fabric of your family?

That is the key question for photographer Baukje Venema within this exhibition. It also provided the starting point for the same-named journalistic project by Maaike Borst (Dagblad van het Noorden), which tells the stories of the five families shown here from the peat colonies. Venema drew inspiration from this and created a series of photographs and videos corresponding to the timelines of the written project.

Old archive images, stories and paintings from the region form the basis of this visual investigation into change and transformation over time. Venema opted for experimental series in which she works with photographs, video and paint. By abstracting, blurring or inverting images, the viewer experiences new perspectives.

She photographed the current residents using a nineteenth-century glass plate camera. They seem to look back on an eventful past. Simultaneously, they form new benchmarks on an infinite timeline: where do you come from, where are you, where are you going?

Out of the bog is a collaboration between the Noorderlicht Photography Foundation and Dagblad van het Noorden.

Photography: Baukje Venema, Design and Project Management: Wim Melis (head curator Noorderlicht), Text: Maaike Borst, Project Coordination Journalistic Project: Esther van de Meer, Podcast: Jeroen Kelderman, Production: Ike de Zeeuw, Hanne van der Velde & the team of Noorderlicht, Text Panel Design: Bloei Media with photography by Siese Veenstra, Initiative: Kees van der Meiden (director Noorderlicht), Erik Wijnholds (former editor-in-chief Dagblad van het Noorden). With thanks to the families Van der Laan, Aardema, Snippe, Loots and Zwinderman.

To read the stories of the five families as well as more background information, please visit www.uithetmoeras.nl. (Dutch only.)

The painting in the exhibition is a reproduction of Veenderij in volle werking, by Jacob Sibrandi Mancadan, c. 1650, oil on canvas, Groninger Museum collection, photo Marten de Leeuw.

The photography project is made possible by: BPD Cultuurfonds, Stichting JB Scholtenfonds, Stichting Stokroos, Beringer Hazewinkel Fonds, Mondriaan Fund. The journalistic project is made possible by: Fonds Bijzondere Journalistieke Projecten and the media fund of the Province of Groningen.",2022.4-2022.7
105,Noorderlicht,2022,"Nick Hannes
The Financial Zone","The Financial Zone is a visual investigation into the financial world and its corporate culture. Nick Hannes focusses on situations behind the scenes of a number of financial institutions in the Netherlands and Belgium. He created the photo series as an autonomous commission, given by the State University of Groningen and Noorderlicht.
When the media report on economics, they usually show images of workers  or operational personnel somewhere in the production chain. If white collar employees are depicted at all, it’s mostly though stereotypical stock photography. Men and women in suits, smiling wide and shaking hands, represent the dynamic character and diversity that the company wants to radiate. We rarely see them in real action.

Photographer Nick Hannes (Belgium, 1974) went to the head offices of a number of banks and financial companies in The Netherlands and Belgium to depict office life in a documentary manner, with office employees, those in charge and the echelon in-between playing the lead.

Modular systems and clean desk policy are their environment. The new workplace is social and flexible, fashionable and homely, ergonomic and technological. Company restaurants offer healthy meals and corporate mindfulness is on the rise. There is fitness, a prayer room and art on the wall. Well-being in the workplace is important in a time characterised by stress and burn-outs.

Hannes’s photographs are subtle observations of an astonished outsider. In a universe not exactly known for visual spectacle, he focusses on the relationship between man and his workplace. He searches for personal accents in a generic environment, meandering along the thin dividing line between banality and surprise, between humour and alienation.

This photo series was commissioned by the University of Groningen and Noorderlicht as part of the cycle Imagining Science. Hannes has been in dialogue with several researchers at the university. The cycle is founded on the idea that science and art have much in common: an urge to explore the world around us and to make acquired knowledge tangible, to share it. These commissions are inspired by university research whose subject is in keeping with the Noorderlicht themes. In the long term, this captures a multifaceted picture of scientific life.",2022.4-2022.7
106,Noorderlicht,2022,"Marina Sulima & Olivia d’Cruz
In the Courtroom with Rocks","The recently in Groningen graduated artists Marina Sulima (Moldavië) and Olivia d’Cruz (India) present a mixed media exhibition about the earthquakes in the province of Groningen, caused by the extraction of natural gas. They draw parallels to problematic mining areas elsewhere in the world, in Indonesia and India. This exhibition is part of a long-running collaboration with the PBD Culture Fund, about the moving Groninger soil.
The Enlightenment taught us that the Earth is a passive ball of resources spinning endlessly across the galaxy. Following this epiphany came decades of rampant extraction, washing of sensitive ecosystems with petrochemicals, altering the soil, waters and atmosphere. There’s now enough evidence to suggest that the Earth is not just a static background indifferent to human actions, but rather that it is sensitive and is able to react to its abuse.

In The Courtroom with Rocks examines three locations in which the geological layer of the earth responds to resource extraction; drilling induced earthquakes in the province of Groningen, The Netherlands, a blowout of a natural gas well triggering the eruption of a mud volcano in Sidoarjo, Indonesia and a hybrid ecosystem at an abandoned iron ore mine in Goa, India.

By borrowing the structure of a court case, various films, animations and installations convene to visually investigate some of the complexities around mining and their implications on different landscapes and their inhabitants.

This project is part of Renewed Energy, a multi-year project cooperation between BPD Cultuurfonds and Noorderlicht.",##
107,Noorderlicht,2022,"Ukraine: The Path to Freedom
27 Ukrainian artists","This exhibition presents the wealth of Ukrainian photography throughout five decades. It begins in the 70s, at the moment when Ukrainian visual art began to publicly express its own language, and ends with the war that engulfs the country now.
For centuries, Ukraine has been continuously fighting for its own identity, freedom, language and state borders. The Eastern part joined the then forming Soviet Union after the revolution in 1917-1918 while the Western part joined by military force in 1939.

The Ukrainian Socialist Republic went through a long period of eradicating national identity and formation of new images, new symbols, propaganda and new ‘Soviet’ identity. Old narratives were destroyed, historical facts were manipulated, and those who did not share the new ideology eliminated, literally or by silencing their voices through deportations and other means.

When the Soviet Union fell, Ukraine declared its independence. On August 24, 1991, a new stage of development and restoration of the lost identity began.

‘Ukraine – The Path To Freedom’ looks at the period of the country’s independence, from the first attempts at a revolution in its photographic language in the 70s to the present day. It visualizes key events in the history of Ukraine and looks at the development of photography during this period. The exhibition aims to show how the socio-political and artistic life in the country are intimately connected.

The show consists of four parts, corresponding to four recent historical periods and offers the works of several generations of Ukrainian authors. It shows how photography acts on multiple social levels: as a method of recording changes, as a form of protest, a personal story, a reflection on events and a political statement.

Art is a mirror of society and especially photography can be a means towards deeper cultural understanding and engagement. It tells us how Ukraine is travelling along a historical path of struggle for freedom, for its borders, the right to exist, culture and future. As recent events prove, the price of this struggle is high.

 

During the exhibition, the second edition of ‘The Information Front’ will appear, a more documentary publication series with work by local photographers on the war and the path towards it. 

‘Ukraine – The Path to Freedom’ pioneers an approach from a Ukrainian historical perspective.

Work from the following photographers can be seen during the exhibition: Alexander Chekmenev, Andrii Dostliev & Lia Dostlieva, Andriy Lomakin, Boris Mikhailov, Dmytro Kozatskyi, Elena Subach, Evgeniy Pavlov, Kirill Golovchenko, Lisa Bukreyeva, Maxim Dondyuk, Mila Teshaieva, Mstyslav Chernov, Mykhaylo Palinchak, Mykola Ridnyi, Oksana Parafeniuk, Oleksandr Suprun, Paraska Plytka-Horytsvit, Rita Ostrovska, Roman Khimei & Yarema Malashchuk, Sasha Kurmaz, Valeriy Miloserdov, Viacheslav Poliakov, Viktor & Sergiy Kochetov and Vladyslav Krasnoshchok.

The exhibition is curated by Kateryna Radchenko (Odesa Photo Days Festival) and Wim Melis (Noorderlicht). It is a coproduction between Noorderlicht and Foundation for Old Groningen Churches, in cooperation with Odesa Photo Days Festival and The Information Front.

Tickets to ‘Ukraine – The Path to Freedom’ can be purchased here or at the exhibition desk.

The Information Front
The second volume of The Information Front, Ukraine: the path to freedom, is now available. This independent publication series portrays the important events in Ukraine’s history. Proceeds from this book will be donated to The Depths of Art, an institution that supports Ukrainian culture, including photographers. ",2022.9-2023.1
108,Noorderlicht,2023,"Performing Adulthood
Robin Alysha Clemens","What does growing up mean for Generation Z, and how do young people portray themselves? In a society where visual representations are more important than ever, this project poses the question: what do we show and what would we rather keep hidden? How do others see us and how much control do we actually have over it?
Performing Adulthood is a photography and video project by Robin Alysha Clemens about young people between the ages of 16 and 24. This project provides a glimpse into the world of this generation and it prompts us to think about the self-image of young people, for whom the presence of cameras has become ubiquitous.

Performing Adulthood shows the abrasive, inquisitive and sometimes uncomfortable moments that shape our perception of adulthood, representation and identity. It is about looking and being seen, about hiding and revealing. About presenting yourself, and how this sometimes fails.

This project arose from a collaboration with the University of Groningen and Noorderlicht. In the series ‘Imagining Science’, each year a photographer is commissioned to depict a field of scientific research in relation to a theme. Robin Alysha Clemens’ artistic practice was supported by the Mondriaan Fund in 2021, while she was working on this project.",2023.1-2023.2
109,Noorderlicht,2023,"Alice Wielinga
The Groninger Gallery - Portraits from the earthquake area","On 4 February, The Groninger Gallery – Portraits from the earthquake area opens at Museum aan de A in Groningen. The exhibition tells personal stories of residents from the earthquake area in words and images. The portraits and residents’ stories give a unique picture of the area and show a cautious faith in the future. The exhibition was created from a collaboration with BPD Culture Fund, Museum aan de A and Magazine Noorderbreedte.
Groningen deserves our full attention. Noorderlicht and BPD Cultuurfonds are making a cultural connection to the consequences of natural gas extraction and the future of Groningen with an extensive programme: Renewed Energy. This year, the programme begins with The Groninger Gallery – Portraits from the earthquake area.

The Groninger Gallery – Portraits from the earthquake area
Magazine Noorderbreedte interviewed Groningers who are affected by the quakes in various ways. They talk about their future, or, conversely, their inability to formulate it. The interviews show that any substantial future story for Groningen has to start with the painful past, but that it is possible to tell stories that allow us to move forward. Photographer and visual artist Alice Wielinga created staged portraits of the Groningers for the exhibition. The result is a special portrait series that will be on display at Museum aan de A until 11 June.

Museum aan de A, historical museum for the city and province of Groningen, complements this exhibition with information on the history of gas extraction and on the earthquake problems in Groningen. Moreover, at the reading table, visitors can read books, listen to podcasts and share their own ideas about the future of Groningen.

Groningen visible in The Hague
From 24 February, the multimedia exhibition Vergezicht Groningen, panorama op de toekomst can be seen at museum Beeld & Geluid in The Hague. For this exhibition, documentary photographer Dirk-Jan Visser respectfully made video portraits of six Groningers from the earthquake area who share their perspectives on the future. Groningen is more than just earthquakes, Groningen is home to people who are working on interesting, inspiring and innovative initiatives that will make the community and the landscape future-proof.

Report of parliamentary committee of inquiry
The Groninger Gallery – Portraits from the earthquake area and Vergezicht Groningen, panorama op de toekomst will both open in February, the month in which the parliamentary committee of inquiry into natural gas extraction Groningen is expected to present its final report to the House of Representatives, thirty years after the moment when the relationship between gas extraction and the earthquakes was established.

Renewed Energy
Exhibitions The Groninger Gallery – Portraits from the earthquake area and Vergezicht Groningen, panorama op de toekomst are part of Hernieuwde Energie, a multi-year cooperation between BPD Cultuurfonds and Noorderlicht (2021 – 2024). The full programme of Hernieuwde Energie for 2023 will be announced in February.

It will include a publication by writer and journalist Auke Hulst, known for the book Kinderen van het ruige land, on the alternative history of the area around Slochteren. There will also be activities at Noorderlicht Photo Festival, which this year has the theme REGENERATE and addresses the increasing pressure of huge global challenges in their impact on our coexistence.

“The board of BPD Cultuurfonds hopes in this way, in consultation with Groningen and the Groningers, to make a positive contribution and inspire other parties to invest in this part of the Netherlands. The uniqueness of this area deserves our continued appreciation and attention,” says Mirjam van ’t Veld, chairman of the board BPD Cultuurfonds.",2023.2-2023.8
110,Noorderlicht,2023,"Groninger Prospect, a Panorama of the Future
Dirk-Jan Visser and Gus Drake","‘Groninger Prospect, a Panorama of the Future’ is a multimedia exhibition in which six Groningers share perspectives on the future. Groningen is more than just earthquakes, Groningen is home to people working on interesting, inspiring and innovative initiatives to future-proof the landscape and the community.
The problems regarding the natural gas extraction in Groningen have long been a distant memory for The Hague and the rest of the Netherlands. Until the crisis became so apparent that in recent years, it finally claimed the deserved attention of politicians and the media. At the end of February 2023, the parliamentary committee on natural gas extraction Groningen will issue its final report. Much needs to be restored, both physically and in trust and administrative relations. But now is also the time to start looking forward again.

‘Groninger Prospect, a Panorama of the Future’ features six video portraits with photographic images of the Groningen landscape, its people, personal suffering as a result of the earthquakes and impressions of possible future scenarios. In these video portraits, six different people share their experiences and insights into the problems caused by gas production, talk about what Groningen means to them, talk about their experience with damage control, express their disappointment at the lack of trust, make suggestions from personal experience and share their dreams for the future of Groningen.

In the video portraits, the six interviewees address the audience directly. They complement each other, they sometimes contradict each other and it turns out that not everyone agrees with each other. It is clear that ‘THE Groninger’ does not exist. The communities in Groningen are diverse and made up of individuals who all deal with what the earthquakes have brought in an individual way. In any case, it is clear from all the conversations that the earthquakes are not the problem, the problem is how the consequences are dealt with.

Renewed Energy
‘Groninger Prospect, a Panorama of the Future’ is a Noorderlicht production performed by Dirk-Jan Visser and Gus Drake. This exhibition is part of the multi-year project Renewed Energy, a multi-year cooperation between BPD Cultuurfonds and Noorderlicht (2021 – 2024). The full programme of Renewed Energy for 2023 will be announced in February.

It will include a publication by writer and journalist Auke Hulst, known for the book Kinderen van het ruige land, on the alternative history of the area around Slochteren. There will also be activities at Noorderlicht Photo Festival, which this year has the theme REGENERATE and addresses the increasing pressure of huge global challenges in their impact on our coexistence.",2023.2-2023.4
111,Noorderlicht,2023,"Ode to Home
Gus Drake","Ode to Home is a site-specific exhibition set in a house on Meerweg 6 in Overschild, Groningen. The village of Overschild consists of a community of one hundred and eighty homes, eighty percent of which will have to be demolished due to the earthquakes caused by gas extraction.
Seven families on Meerweg in Overschild, forced to leave their homes due to the earthquakes, granted artist Gus Drake an intimate look into their homes and lives for four years beginning in 2019. In Ode to Home, the viewer enters a time capsule of memories, a silent witness to the lives of the residents.

This project is part of Stories of Groningen and linked to Renewed Energy, a multi-year collaboration between BPD Cultuurfonds and Noorderlicht.",2023.4-2023.5
112,Noorderlicht,2023,"Pieter Tonnis de Graaf, Caroline Penris, Marc Knip, Anita Oosterloo en Erik Slot
De Foto Opdracht","With Renewed Energy, Noorderlicht and BPD Cultuurfonds, in cooperation with various partners, are putting together a programme full of exhibitions, publications and public activities. De Foto Opdracht, in collaboration with Historische Vereniging Middelstum, will open in Middelstum on 30 April.
Groningen deserves full attention. In late February, the parliamentary committee on natural gas extraction Groningen released its final report. Much needs to be restored, both physically and in trust and administrative relations. But it is also the time to look forward again.

In the exhibition De Foto Opdracht, five residents of Middelstum and the surrounding region present a view of their habitat, which aligns with their own experiences and their view of the future. The residents decided what should be portrayed, and the photographers from Noorderlicht determined the method and form. In this exhibition, you will see the result of this collaboration. The stories have become very personal, and at the same time, they touch on an important question that lies behind these visual narratives: how can Groningen change and still remain itself?

De Foto Opdracht is part of the Hernieuwde Energie project, a program full of exhibitions, publications, and public activities by Noorderlicht and BPD Cultuurfonds in collaboration with various partners.

The photographers at the Noorderlicht Photo Salon are: Pieter Tonnis de Graaf, Caroline Penris, Marc Knip, Anita Oosterloo and Erik Slot. In collaboration with: Pieter Goldhoorn, Fre Tuitman, Jannie and Jakob Blauw, Jacob Hogendorf and Dick Wijgchel.",2023.4-2023.6
113,Noorderlicht,2023,"REGENERATE: Noorderlicht International Photo Festival
Groningen - Friesland - Drenthe","Most of REGENERATE is already over. Noorderlicht is extremely happy that we were able to put together another beautiful festival. Thanks to all the visitors and to the team that made it possible. Haven’t you had enough of REGENERATE yet? You can admire REGENERATE Life in the Martinikerk in Sneek until January 7.
With REGENERATE as its theme, the 2023 festival brings together works that explore the changes modern society must face. Where people in today’s world experience a sense of being displaced, regeneration means seeing ourselves and the world as built around reciprocal relationships that benefit all parties. Such a renewed worldview means that people (including their technological achievements) and other living beings within the world’s ecosystems depend on each other for their health, well-being and survival.

By exhibiting projects from this new thinking, the festival aims to ask questions about where we want to go and how to get there, about the time we live in and the time to come.

REGENERATE shows photographs from:
Cristóbal Ascencio, Glorianna Ximendaz, Xingrong Qiao, Wawi Navarroza, Deepti Asthana, Kim Tieleman, Claire Sunho Lee, Marjolein Busstra, Matthieu Gafsou, Laura Boushnak, Eline Benjaminsen, McKenzie Calle, Nicolas Janowski, Cynthia MaiWa Sitei, Lavinia Xausa, Velibor Bozovic, Daniel Chatard, Risk Hazekamp, Domenico Mangano & Marieke van Rooy, Ngadi Smart, Eline Kersten, Sayam Ghosh, Consuelo Oppizzi, Vincent van Gaalen, Dirk-Jan Visser & Gus Drake, Ole Witt, Suzette Bousema, Alex Kemman, Angela Blazanovic, Misha Vallejo Prut, Rebecca Najdowski, Marina Sulima & Olivia d’Cruz, David Vroom, Jacob Molenhuis, Hester Scheurwater, Karianne Bueno, Maxime Riché, Bob Miller, Fatma Çelik, Catherine Jack, João Castilho, Erin Tjin A Ton, Gosia Kaczmarek, Dirk Hardy, Sabine Grootendorst, Michelle Piergoelam, Simone Tramonte, Brieuc Weulersse, Chloé Azzopardi, Rasa Smite & Raitis Smits, M’hammed Kilito en Jake Elwes.",2023.6-2023.12
114,Noorderlicht,2023,International Photo Festival,"At Museum Belv©dère, Noorderlicht presents artists who explore how we humans relate to nature. How are we connected to it? In what ways can we work together to improve both our own and the planet's well-being? The works on display reveal alternative ways of looking at, experiencing and relating to a world that doesn't revolve around humans alone.
With REGENERATE as its theme, Noorderlicht
International Photo Festival points to the desire to restore and strengthen nature's health and resilience. This can be done in various ways. Sometimes by actively intervening or by simply taking a step back and trusting the restorative power of nature itself. The goal is to protect our
environment and ensure that the world remains a liveable place.
Our instinctive relationship with nature encourages us herein. Humans still feel a deep-seated emotional
connection with nature, which we are part of, like all other living beings on this earth. Recognising this is invaluable. Especially in our Western world, where everything strives to be ever more individualistic,materialistic, faster and
efficient, we tend to forget this. Yet in some other cultures, we see this connection with nature coming to the fore.
The various works on display invite us to reflect on the
immediate impact our actions have on the environment, on how ecologically fragile nature is, but equally how strong its self-healing and regenerative capacity is. In the global ecosystem, all life is interconnected. Nature deserves as many rights as humans and their modern developments. With this idea in mind, the festival encourages the
exhibited works to question the direction we want to take and how to get there, to question the times we live in and the times yet to come,
Noorderlicht International Photo Festival 2023kicks off at Museum Belvédère. The festival, which became a biennial two years ago, offers exhibitions throughout the Northern Netherlands - from Friesland to Groningen and Drenthe - on various dates from now until early December. The festival theme REGENERATE is motivated by the widely- shared feeling that a new, fresh start is needed in our interaction with nature and society. It is about our
relationship with our immediate environment, ourselves and the world we live in. We are therefore approaching the festival from three perspectives: REGENERATE LIFE,REGENERATE OURSELVES and REGENERATE SOCIETY. The works on display at Museum Belvédère focus on the first part: REGENERATE LIFE.
The festival also includes a side programme of projects complementing the festival theme, stemming from various collaborations.
",2023.6-2023.9
115,Noorderlicht,2023,Noorderlicht REGENERATE,"Noorderpoort’s Art and Multimedia Department is preparing for an exhibition at Noorderlicht Studio. The opening is listed for June 30. Several courses will be working on the theme REGENERATE, the theme of our biennial, Noorderlicht International Photo Festival. Whereas the festival has a global approach, the students are looking for it close to home, in the city of Groningen. Soon they will get to work in Noorderlicht Studio.
At Noorderlicht we believe it is important to bind the up-and-coming generations to us and to give them room to develop their talents further. We are therefore very happy with the collaboration with Noorderpoort. We have asked students from the Art and Multimedia Department to give their own vision of our festival theme REGENERATE. The theme explores the widely held feeling that a fresh start is needed in our dealings with nature and society. The group of students developed and designed their own ideas, under the guidance of Noorderlicht’s education team. The work in the exhibition gives the public a glimpse into the experiences of this young generation of makers.

The following students collaborated on the exhibition:
Metha Kramer, Layla Tonkes, Thijs Schuringa, Boukje Visser, Lio van Beek, Guusje Heuving, Roos (Lilroosie Bear), Dorian Bos and Daphne Griemink.",2023.6-2023.7
116,Noorderlicht,2023,International Photo Festival,"In Museum OpsterlÃ¢n, Noorderlicht shows artists who
investigate how we as humans relate to nature. How are we connected to it and in what ways can we work together to improve our own well-being and that of the planet? The works on display show alternative ways of looking at,
experiencing and relating to the more-than-only-human world.
With REGENERATE as its theme, Noorderlicht
International Photo Festival refers to the desire to restore and enhance the health and resilience of nature. This can be done in various ways. Sometimes by actively
intervening, sometimes by taking a step back and trusting the restorative power of nature itself. The goal is to protect our environment and keep the world livable.
Our instinctive relationship with nature encourages us to do so. Humans still feel a deep-seated emotional connection to nature, of which we, like all other living things on this earth, are a part. It is invaluable that we realize this. Especially in the Western world, where everything has to be more and more individualistic,
material, faster and more efficient, we sometimes forget this. In some other cultures we do see the connection with nature come to the fore.
The various works on display invite us to reflect on what immediate impact our actions have on the environment, how ecologically fragile nature is, but at the same time how strong its self-healing and regenerative capacity is. In the global ecosystem, all life is interconnected. Nature deserves as many rights as humans and their modern
developments. With this idea in mind, the festival wants the exhibited works to ask questions about where we want to go and in what way, about the time we live in and the time yet to come.
Noorderlicht International Photo Festival has been a
biennial for two years and offers exhibitions throughout the Northern Netherlands, on various dates from now until
early December, from Friesland to Groningen and Drenthe. The festival theme REGENERATE is motivated by the widely shared feeling that a new, fresh start is needed in our dealings with nature and society. It is about our
relationship with our immediate environment, ourselves and the world we live in. We therefore look at the festival from three perspectives: REGENERATE LIFE,
REGENERATE OURSELVES and REGENERATE SOCIETY.
The works shown in Museum OpsterlÃn are by photographer Bob Miller, Fatma Celik and Sabine
Grootendorst. They focus on the first part:REGENERATE LIFE.",2023.7-2023.9
117,Noorderlicht,2023,Groninger Museum Night,"On Saturday, September 9, the time has come! For the seventh time, GRID Grafisch Museum (in Akerk), Groninger Museum, Storyworld (Forum Groningen), Museum aan de A, Synagoge Groningen, Noorderlicht and Universiteitsmuseum will open their doors until after midnight. Admire special exhibitions and permanent collections, attend a workshop, listen to stories or dance to the music! There is plenty to see and do.
7 museums for € 10
With one ticket you visit all 7 museums in the city of Groningen for only €10 in total. During the Groninger Museumnacht you exchange your ticket for a wristband that gives you access to all the museums. Tickets can be ordered via tickets.groningermuseum.nl.

Program
The Rolling Stones are back in the exhibition Unzipped at the Groninger Museum! Fancy a bit of rock & roll during Museum Night? Come along and enjoy performances by Collignon and Deejay Irie, among others, get an Airbrush tattoo by ‘Get it on tattoos’ or immortalize yourself in a unique drawing by artists Naomi and Haru. Or, during the night, visit the exhibition PHALLUS. Norm & Form at the University Museum. The male member takes center stage. On a pedestal? Maybe so. But mostly to knock that down from time to time. One thing is sure: the exhibition breaks many clichés.

More into romance than rock and roll? Then take a night cruise on the A and the Zuiderhaven. Between Museum aan de A, where all kinds of workshops are given, and the Groninger Museum, two historic ships sail back and forth with music, poetry, comedy and stories on board! Speaking of the A: a visit to the Akerk should not be missed either. The Druktemaker, the mobile museum print shop of GRID Graphic Museum, will be in the church during Museum Night. All evening you can experiment with printing ink and paper. Roll up your sleeves and make a linocut, silkscreen or risoprint.

In Forum Groningen you get – whether or not dressed as Disney prince(s) – the last chance to admire the major exhibition Disney – Telling Times Stories. Surrounding it are Disney strings, ballroom dancing, a speedy pub quiz and a talk by media scholar Dan Hassler-Forest on how woke Disney is or is not. Storyworld is also open, of course. There, award-winning graphic novel author Aimée de Jong draws the stars from the sky.

In addition to the permanent exhibition and the temporary exhibition, Synagoge Groningen will host performances by the Groningen band Anamesa throughout the evening. With the sounds of traditional instruments, Anamesa will bring Balkan ballads, klezmer and the exhilarating dances of the Mediterranean to life in the colorful synagogue.

In Noorderlicht Studio, Noorderpoort students visualized their own ideas around the Noorderlicht festival theme REGENERATE. REGENERATE explores how we can work together with the planet and its inhabitants for a better future. Expect music, impressive photography and imagine yourself in the future for just a moment.

Joint initiative
The Groninger Museum Night is a joint initiative of the Groninger Museum, Museum aan de A, GRID Graphic Museum in Akerk, Storyworld/Forum Groningen, University Museum, Noorderlicht and the Synagogue. There is also intensive collaboration with USVA, Stichting Oude Groninger Kerken and Noorderpoort.",2023.9
118,Noorderlicht,2023,Sex Shooter - The Liberation of Sexual Identify,"Arts and cultural organizations from 18 cities
European cities are jointly rewriting James Joyces' iconic and high-profile masterpiece Ulysses(1922) titled ULYSSES, European Odyssey. It is a new artistic translation of the book's 18 chapters, each with its own theme. Noorderlicht is the Dutch partner in this ambitious project, focusing on episode XIlI from this classic European masterpiece, in which the theme of sexuality is central. Visual artist Hester Scheurwater was commissioned to elaborate episode XIll in an art installation.

She is doing so together with young artists Nelke Mast and Chiara Pastoor. The title of this multimedia installation is ‘Sex Shooter - The Liberation of Sexual Identity', an explicit and confrontational experience suitable only for visitors over 18. The exhibition runs parallel to Gender Matters:Stories from Istanbul.
The installation 'Sex Shooter, the Liberation of Sexual Identity' is
inspired by Episode XIll of Ulysses by James Joyce and translates the theme of sexuality, voyeurism, and objectification into various gender identities. The installation offers an experience where images,
photographs, videos, sounds, and scents guide the viewer through the exhibition.
Hester: ""By allowing visitors to embark on an inner journey from space to space, I aim to invite them to reflect on changing ideas surrounding identity, sexuality, and non-normative bodies. In my work and the process of creating this installation, I seek to reclaim power over how naked bodies and sexuality are perceived. I want to encourage people to embrace their own sexuality and body image, regardless of their gender identity, and empower them to deconstruct norms and find freedom in self-determination, by promoting gender equality and breaking traditional gender roles."" Short Film
Directed By is a short film consisting of a collection of erotic, surreal and humorous self-portraits. Filmmaker and self-portrait artist Chiara Pastoor takes complete control of her body, sexuality and shameless enjoyment of yourself and your body. By assuming the position of director as well as the woman in the picture, she reclaims power over her body and female nudity on screen. Thus self-portrait art is redefined within the theories of the male, female and internalized male gaze. Recovering from Lyme disease and the sudden death of her brother, Chiara found that the grief surrounding these events had bastardized her relationship with her body. She no longer recognized her own body and felt removed from all need for intimacy and sex. Thus, in 2018, she decided to use the medium of photography to break these blockages. Erotic and nude self-portraits allowed her to revisit sexual needs in a safe playfulness and reconnect with her body. Ulysses
Thanks to a 1.78 million euro grant from Creative Europe for a 33- month cultural project, 18 European cities, led by Brave New World Productions in Leeuwarden, can get to work on a new artistic translation and representation of James Joyce's Ulysses. Noorderlicht, platform for contemporary perception, is the Dutch partner in this ambitious project. Want to know more about this project? Then click here.
",2023.9-2023.12
119,Noorderlicht,2023,Shifting Baselines,"In the late 1990s,biologist Daniel Pauly introduced the concept of “Shifting Baselines."" It describes a phenomenon in which successive generations form their perceptions of the environment based on their own experiences, unaware of previous states. This gradually changes the understanding of what is
considered “normal"" or “natural."" This ongoing shift in this “baseline"" against which we judge environmental conditions has significant implications for conservation and agriculture.

If each generation accepts a deteriorated or diminished state of the environment as the new norm, it can perpetuate continued
degradation without recognition of the losses that have occurred. This can lead to the ""Shifting Baseline Syndrome"" in which successive generations have lowered expectations of what a healthy ecosystem should really look like. This photography project offers an intriguing glimpse of a future in which the Groningen landscape thrives as a center for regenerative agricultural practices.
These photographs brings a future vision of sustainable crop rotations to life, agroforestry systems, precision agriculture, and soil
regeneration techniques. The images depict the landscape almost as unreal movie sets where the emphasis seems to be on all kinds of
technical developments that seemingly allow one to gain control over various natural processes. The images Eddo Hartmann made for this project provide a critical look at the current belief in far-reaching innovation. Technological developments are often still aimed at maximizing retums. To actually tackle climate change, a different approach is required that includes not only technological advances but also changes in behavior. We must become aware of the impact of our own actions and be willing to adjust our behaviors.
Eddo Hartmann
Eddo Hartmann, born in The Hague in1973, studied at the Royal Academy of Arts in The Hague. He is a Dutch photographer with a career that has spanned over 25 years. Hartmann is renowned for
capturing striking and thought-provoking images of architecture and urban spaces. Initially, he started his career as a commercial and editorial photographer but later shifted towards long-term
documentary projects. One of his most notable works is“Setting The Stage | North Korea,” which is a series that documents the intricately designed communist capital of Pyongyang.
In addition to his photographic work, Hartmann is also a lecturer in The Hague, where he teaches technical skills and visual grammar.He is committed to capturing the impact of human activity on the planet and its landscapes. Hartmann's work has been widely exhibited and published in newspapers and magazines around the world, and can be found in private and public collections. He has received numerous awards, including the 2018 Lensculture Exposure Award. Currently based in Amsterdam, he continues to work as a freelance photographer.",2023.10-2023.12
