,Museum Name,Exhibition Year,Exhibition Title,Exhibition Introduction,Duration of exhibition
27,Groninger Museum,2021,JR: Chronicles,"JR: Chronicles
The first major museum exhibition of the work of the French artist JR encompasses murals, films and countless photographs. It provides an overview of his career so far, from documentation of graffiti artists he produced as a teenager in Paris to his large-scale interventions in cities worldwide to his recent digitally collaged murals that serve as collective portraits of diverse
publics. This show is curated by the Brooklyn Museum in New York. For the occasion, the Groninger Museum will work with graffiti and street artists to create a series of portraits of local residents inside and outside the building. Part of the museum’s substantial street art collection will also be on display.

JR: Chronicles
The first major museum exhibition of the work of the French artist JR encompasses murals, films and countless photographs. It provides an overview of his career so far, from documentation of graffiti artists he produced as a teenager in Paris to his large-scale interventions in cities worldwide to his recent digitally collaged murals that serve as collective portraits of diverse publics.

This show is curated by the Brooklyn Museum in New York. For the occasion, the Groninger Museum will work with graffiti and street artists to create a series of portraits of local residents inside and outside the building. Part of the museum’s substantial street art
collection will also be on display.

Over the past two decades, JR has expanded the meaning of public art with his ambitious, socially engaged projects. As a photographer, he brings visibility to a broad spectrum of people and communities all over the world and shines a light on their problems. By focusing on these “invisible” people, he creates a platform for their stories. He reproduces their individual portraits at a monumental scale and wheatpastes them in public space, sometimes illegally. JR’s projects honour the voices of everyday people and demonstrate his commitment to community, cooperation and dialogue.

Portrait of a Generation
JR began his career in 2004 with the photo series Portrait of a Generation. It came about after the film director Ladj Ly invited JR to cooperate on a project in the Paris suburb of Montfermeil, where Ly lived at the time. The duo aimed to poke fun at the media's caricatured portrayal of young people in the banlieues. In the photo Ly appears to be pointing a gun at the viewer, but on closer inspection it proves to be a camera. When rioting broke out in the Paris suburbs in 2005 following the death of two youths, the photo was reproduced countless times in newspapers and on TV

Kikito (2017)
In response to the construction of a permanent wall between the United States and Mexico, JR created a massive installation in 2017 at the border fence in the Mexican city of Tecate. It consists of an image of Kikito, a toddler whose home in Tecate overlooks the wall. Lacking any awareness of politics, the curious little boy peeks playfully over the barrier from his side. The work symbolises the innocence of young immigrants. The day before it was due to be dismantled, JR organised a cross-border picnic. Kikito, his family and hundreds of guests from the United States and Mexico came together to share a meal. Gathered around a long table decorated with JR’s iconic eyes that extended across the fence, they ate the same food, drank the same water and listened to the same music. The border patrol came to stop the project and threatened to arrest all the guests, but when they saw the positive action with their own eyes, they decided not to.

Women Are Heroes (2007-present)
For another project, Women Are Heroes, JR travelled with his camera to shoot portraits of women in the slums of Nairobi, Kenya; Monrovia, Liberia; Phnom Penh, Cambodia; Rio de Janeiro, Brazil; and Jaipur, India. The photographs emphasise the women's vitality, not their poverty. According to JR, it’s the women who sustain their communities, though the men are more visible on the streets. He pasted up the portraits in public spaces in the slums and elsewhere – on the walls of churches and mosques, on buses and trains, on the floor of an empty swimming pool. In the Nairobi slum of Kibera he affixed sheets of vinyl printed with photographs of women's eyes to the roofs of dozens of houses, instantly waterproofing them.

Inside Out (2011-present)
JR also won fame for Inside Out, an international art project which he announced during his TED Prize acceptance in March 2011. He invited members of the public to upload photographic self-portraits, which he then printed out and sent back so they could be pasted up locally. Over the past decade more than 400,000 people in more than 138 countries have taken part in the project.

Livestream Artist Talk JR February 2022 Groninger Museum
On 16 February, JR visited the Groninger Museum for the Artist Talk. The French artist, who is now showing JR: Chronicles, talked to Nadia Moussaid about his exhibition JR: Chronicles, about his artistry and why he always wears a hat and dark glasses.

New graffiti and graffiti from the Collection
New York
In the 1980s, under then director Frans Haks, the Groninger Museum was one of the first museums in the world to recognise graffiti and street art as legitimate art forms and to begin collecting them. Alongside JR: Chronicles, two of the permanent collection galleries will be showcasing work by leading artists from the New York scene, including NOC 167, Dondi, Blade, Quik and Phase 2. The museum will also spotlight Groningen’s own graffiti art in photographs and films from the early days. The show is curated by Stichting Kladmuur, led by Aileen Middel (aka the graffiti artist Mick La Rock) and Hugo Engwerda. Mick La Rock and OD Crew are creating two new works for the exhibition.

Groningen
Like JR, the Groninger Museum sometimes works outside its own walls, and it will involve the city and region in a large-scale participatory art project. The museum will work together with cultural institutions and local residents to create photography, street art and graffiti events. JR’s Inside Out, featuring portraits of local people, will be an important part of the project.",2021.11-2022.6
28,Groninger Museum,2021,Graffiti in Groningen,"In the 1980s the city of Groningen had a thriving graffiti scene – an artistic movement that sprang from subcultures including punk and hip-hop. This exhibition brings back the pioneering years of local graffiti and street art through stories, photographs and film.

The show is curated by Stichting Kladmuur, led by Aileen Middel (graffiti artist Mick La Rock) and Hugo Engwerda. Mick La Rock and Stars & Weak are creating two new works for the Groninger Museum, which will be on display in the exhibition.

Graffiti in Groningen has been made possible by Effektief Groep.",2021.11-2022.2
29,Groninger Museum,2021,Alida Pott & De Ploeg,"Alida Pott (1888-1931) was De Ploeg’s ‘first lady member’. Part of the Groningen artists’ collective from the beginning, she held several administrative positions from 1918. She met fellow member George Martens in the group and married him in 1922. After giving birth to two children, she became less active in De Ploeg. Her premature death put an end to her delicate, promising artistry. She left behind a relatively small oeuvre of oil paintings, watercolours, drawings and collages. The 30 works that comprise Alida Pott & De Ploeg display the expressiveness and individuality that characterize her style.",2021.5-2021.10
30,Groninger Museum,2021,The Show Must Go On,"Take a voyage of discovery through this selection of photographs, graphic works and paintings from the museum’s collection. Works of art old and new are combined in playful ways. Baroque portraits of Groningen’s 18th-century Sichterman family sit alongside contemporary fashion portraits by Inez van Lamsweerde. Prints by H.N. Werkman mingle with graphic work by Andy Warhol. There are a 17th-century still life and a romantic landscape by Barend Cornelis Koekkoek plus notable works by contemporary artists like Jeff Koons, Andres Serrano and Erwin Olaf. In short, it’s a mix-and-match selection of works from the Groninger Museum’s collection as you've never seen them before.",2021.6-2021.10
31,Groninger Museum,2022,Nymphenburg x Groninger Museum - Porcelain. Art. Design.,"Marrying art, design and craft, Porzellan Manufaktur Nymphenburg of Munich has been producing the finest porcelain, pure of form and entirely handmade, since the mid- 18th century. Working with the expert John Veldkamp, guest curator of Pronkjewails, the Groninger Museum will showcase the house's magnificent creations in dialogue with pieces from its own collection.

Porzellan Manufaktur Nymphenburg
This year marks the 275th anniversary of Munich’s Porzellan Manufaktur Nymphenburg. The company has won international fame for its fine porcelain, which is pure of form and entirely handmade. Porcelain is a refined, high-quality material, timeless and lasting yet simultaneously delicate and fragile.

Innovative, avant-garde art and design
The company’s reputation rests largely on the master modellers who have left their mark on the brand over the years. In addition, Nymphenburg has always been an innovator. Between its avant-garde business vision and its long tradition of craftsmanship, the factory has established a solid reputation in the art and design worlds. Nymphenburg continues to seek out interesting collaborations with today’s artists for the purpose of creating contemporary porcelain. It has partnered with the likes of the artist Damien Hirst, the photographer Nick Knight, and the prominent Dutch designers Hella Jongerius and Viktor & Rolf.

In dialogue
Over the centuries, Nymphenburg has successfully adapted to changing tastes in style and subject matter. In its focus on subjects including mythology, human beings, nature, and foreign cultures, it shares common ground with the Groninger Museum’s highly varied collection. Objects from the two collections will be presented side by side in the Starck Pavilion. Thus, their historical and visual links are further explored in an unexpected way.",2022.10-2024.5
32,Groninger Museum,2022,Gianni Versace Retrospective,"One of the most influential couturiers ever comes to life at the Groninger Museum in Gianni Versace Retrospective. This colourful, daring, emotional exhibition takes visitors inside the eccentric Italian fashion designer’s world of extravagant clothing and lavish catwalk shows in which clothing, pop music and design come spectacularly together. Gianni Versace was murdered 25 years ago, but his revolutionary spirit lives on in the fashion of today. From 3 December 2022 through 7 May 2023, the Groninger Museum honours Gianni Versace and his trailblazing designs.

Gianni Versace Retrospective showcases outfits, accessories, fabrics, drawings, interior designs, and footage of legendary shows harking back to the Italian designer’s glory days between 1989 and 1997, all testifying to his extraordinary creativity. Gianni Versace linked fashion with music, photography and graphic design and led the way in the transformation of fashion shows and advertising campaigns into works of art. He succeeded in bringing the arts together as no one had before. All the items in the exhibition are original pieces, sourced from international private collections.

Self-confidence and supermodels
Gianni Versace (1946–1997) was a pioneer in the fashion world. He challenged traditional images of masculinity and femininity, designing clothing for both sexes and referencing sexuality and power in his collections. As an openly gay man, he became a key figure in the LGBTQ movement. He also encouraged women to be self-confident enough not to hide their bodies. A clever marketer, Gianni Versace recruited celebrities to promote his brand. At the same time, he turned previously unknown models into superstars. Naomi Campbell, Claudia Schiffer and Cindy Crawford owe their supermodel status to him. He worked on his advertising campaigns with forward-looking photographers like Richard Avedon, Helmut Newton, Peter Lindbergh and Bruce Weber. Gianni Versace created a new status quo in the fashion industry.

Ancient Greece, pop art and bondage
Gianni Versace’s groundbreaking combinations and strong patterns sprang from his vast knowledge of visual culture and art history. He brought together classical and pop art imagery and found inspiration in figures from ancient Greece as well as subjects like bondage and SM. Gianni Versace worked with artists like Andy Warhol, Jim Dine and Julian Schnabel, raising the profile of the marriage between old and new like never before.

1997 murder
On 15 July 1997, Gianni Versace was murdered at age 50 in front of his house in Florida. He had left a unique mark on the fashion world and won multitudes of fans, and numerous pop stars and other prominent people, including Princess Diana and Elton John, attended his funeral. With his death, the fashion world lost one of its most important designers of the 20th century.",2022.12-2023.5
33,Groninger Museum,2022,Bernadet ten Hove,"In a world where everything just keeps getting more efficient and faster, the Groningen artist Bernadet ten Hove shows us the beauty of her thorough, careful working process. Achieving a precise harmony between subject, operation and choice of materials requires deep focus. Each work invites viewers to step closer to examine the minute details, and then to stand back again to view the piece as a whole. And to ask themselves, “What am I looking at exactly?”",2022.10-2023.5
34,Groninger Museum,2022,Colour!,"Discover the Groninger Museum’s collection in this vivid exhibition. How does colour affect you? How do we use it? The exhibition considers these questions in original ways.

Colours carry meaning; they evoke emotion and carry symbolic weight. Red stands for desire and passion in Cornelie Tollens’s challenging photo series, and for an oppressive political regime in the photographs of the Chinese artist Chi Peng. Colour! brings together a playful selection of outstanding pieces from the museum's collection by artists and designers including Inez van Lamsweerde, Jeff Koons, and the painters of De Ploeg.",2022.7-2023.1
35,Groninger Museum,2022,Teun Hocks,"A small presentation in his memory
Last February, Teun Hocks passed away in his hometown Rotterdam at th e age of 74. Hocks was a pioneer in staged photography, a movement that was widely exhibited for the first time in 1986 through the exhibition Fotografia Buffa in the Groninger Museum. In 1999, Hocks also held a solo exhibition here.

A plodding anti-hero - that’s what they called the character Hocks invariably portrayed in his photographs. Alone in the world, tragicomic, melancholic, and treading the fine line between surrealism and slapstick. Hocks did not only play the leading part in his work every time, he also designed and painted his backdrops and took the photos himself by using a self-timer. The photo would then be enlarged in soft black and white tones and carefully coloured in with thinned oil paint.

“If people recognise this situation, I want to make them smile about the things that are actually a little bit painful. I hope that my work can bring some comfort this way. Solace starts from within, and my work helps me to put my own potential sadness about human destiny into perspective.",2022.4-2022.10
36,Groninger Museum,2022,MEGALITH: Marit Westerhuis,"In the large solo exhibition MEGALITH, Marit Westerhuis interrogates the relationship between human beings, myth and nature. A vast post-apocalyptic landscape dominates the Coop Himmelb(l)au Pavilion. How can people find meaning in the world when they are threatened with extinction? In light of the climate crisis, this question is more relevant now than ever. Westerhuis conjures up a world in which people return to centuries-old rituals and seek comfort in mythological tales.",2022.4-2022.10
37,Groninger Museum,2022,The City Holds Its Ground – The 350th Anniversary of the Relief of Groningen,"The City Holds Its Ground – The 350th Anniversary of the Relief of Groningen
1672 was a disastrous year for the Netherlands. The country was attacked from four different directions – from the sea by the British, from the south by France, and from the east by the German bishops of Münster and Cologne. Before long, most of the Netherlands was in enemy hands. Groningen was bombed for weeks, but it held out, and the Germans quietly withdrew on 27 August. The city’s preservation proved a turning point in that terrible year. The Relief of Groningen is still commemorated every 28 August. This exhibition includes historical paintings, objects, documents and even cannons from that heroic battle.",2022.4-2022.10
38,Groninger Museum,2022,Bittersweet Heritage: Black in Groningen,"In the 17th and 18th centuries, rich and powerful people living in and around Groningen were heavily involved in slavery overseas. Some members of prominent families commissioned portraits in which they were portrayed with Black servants. This exhibition will feature historical paintings and sculptures made in Groningen that depict people of colour. The works bear witness to local involvement in the history of slavery. The artist Faisel Saro and the writer Vamba Sherif will contribute their responses to the images.

Objects in the permanent museum collection with links to colonial history will from now on be highlighted.",2022.2-2022.9
39,Groninger Museum,2023,Erwin Olaf,"There are artists who are inextricably linked to the Groninger Museum. Erwin Olaf was one of them. His Chessmen series, exhibited at the museum in 1987/88, made his name internationally. The successful exhibition Silver, a 25-year survey of his career, opened here in 2003. In 2016, Olaf made a series of photographs for the Groninger Museum inspired by the sculptures of Auguste Rodin.

Erwin Olaf made his debut in the 1980s as a photojournalist but soon began specialising in studio photography. His studio work was characterised by a broad range of themes, which included sexuality, mortality, and an uncontrollable urge to shock the audience with humour and sarcasm.

When I’m dead, I think it would be a shame if nobody tries to see if I could be one of the immortals. But if that’s not possible, no hard feelings. Erwin Olaf",2023.10-2024.6
40,Groninger Museum,2023,The Rolling Stones – Unzipped,"The Rolling Stones – Unzipped was the first ever international exhibition by and about the world-famous rock band. Through 400 original objects from the Stones’ personal archive, it offered visitors an exciting glimpse behind the scenes. Along with instruments and stage designs, the show included rare video footage, personal diaries, iconic costumes and album covers. Highlights included reconstructions of the the band’s studio and modest flat in London’s Edith Grove and a spectacular Dolby surround experience of their 2016 concert in Cuba.

The Rolling Stones: “We are very proud of this exhibition. As well as going back through our history we wanted everyone who comes along to experience and feel exactly what it’s like to be in The Rolling Stones. This is the first time the exhibition is coming to The Netherlands, we hope you all enjoy it.’’

The show boasts more than 400 original objects from the Stones’ own collection. Along with instruments and stage designs, it includes rare audio fragments and video footage, personal diaries, iconic costumes, posters, album covers and even the band’s studio and their modest London flat at Edith Grove.

Supplemented by unique film footage and interactive technology, the exhibition will treat visitors to an extraordinarily comprehensive look at 50 years of the history of the band and the careers of Mick Jagger, Keith Richards, Charlie Watts and Ronnie Wood. Visitors will witness the Stones’ evolution from early 1960s London blues musicians to internationally revered cultural icons. Fans will be able to journey through the band's unique legacy throughout the exhibition, ending with a special finale experience that brings fans into an iconic stones moment, delivered in multi-dimensional Dolby Atmos Sound and facilitated by PMC (the Professional Monitor Company).

The Rolling Stones have helped to shape popular culture around the world. This exhibition of items loaned by the band provides a compelling behind-the-scenes look at how it all happened. It also considers the wider context of decades of cultural history through the work of artists, designers, performers and writers ranging from Andy Warhol, Shepard Fairey, Alexander McQueen and Ossie Clark to Jeff Koons and Martin Scorsese.

Andreas Blühm, director of the Groninger Museum: “We are extremely happy that we can bring the Rolling Stones back to Groningen after their legendary concert in 1999. The exhibition will trigger happy memories and provide new and deeper insight into a four-headed cultural phenomenon that shaped the 20th century and continues to do so.”

Ileen Gallagher, curator of the exhibition: ""The Rolling Stones exhibition is a celebration and thematic exploration of the band who defined rock and roll and the culture surrounding it for more than half of a century. It is an immersive presentation that brings together their music, art, design, fashion, photography and film for museum audiences.”

The Rolling Stones will be on view from November 2020 through February 2021.",2023.6-2024.1
41,Groninger Museum,2023,Joram Krol - Can I Be Me,"Confrontational portraits, black and white photography and locals from Groningen as the subjects of the photos. These are the characteristics that make you recognize Joram Krol's photography. In his new exhibition ""Can I Be Me"" there are 116 different portraits that showcase his intriguing work and impressive world.

Joram Krol's approach
Joram Krol is known for his intense and personal portraits, often taken in Groningen. Around nine years ago, Joram got his hands on a camera. He began developing his signature photography style that allows him to put himself in the shoes of those who are in the pictures. The photographer works in complete freedom, no pictures are ever planned. Even when he works for someone else, he still decides what the images will become. You can always find a piece of himself in his intruiging work.",2023.10-2024.4
42,Groninger Museum,2023,Match,"In Match, two masterpieces come together for an intimate encounter. The Groninger Museum will display the Rijksmuseum’s Jean-Étienne Liotard painting A Dutch Girl at Breakfast alongside its own Girl at the Pump by Matthijs Maris. Two young women lost in thought as each goes about her daily business: the perfect Match. Twelve Dutch museums are taking part, each exhibiting a work from the Rijksmuseum alongside one from its own collection.",2023.7-2023.9
43,Groninger Museum,2023,Uit de kunst,"About the artists
Elisabeth Geertruida Wassenbergh, Albarta ten Oever, Geesje Mesdag-van Calcar, and more. These women were famous artists in the 18th and 19th centuries. They won prizes, and their art hung on the walls of houses in Groningen. Years later, however, their work fell out of fashion, and art historians dismissed them as amateurs. This exhibition puts these artists who fell “out of art” back in the spotlight where they belong.",2023.3-2023.9
44,Groninger Museum,2023,The Art of Hipgnosis,"Their illustrations have decorated the walls of millions of teenage bedrooms since the 1970s. Yet many people have never heard of the London design studio Hipgnosis. Now the Groninger Museum is honouring the group, which designed legendary album covers for some of the world’s biggest rock acts, with its first ever major exhibition: The Art of Hipgnosis: Pink Floyd, Led Zeppelin, Genesis, Paul McCartney, Peter Gabriel & 10cc.

An up-close look
Pink Floyd, Led Zeppelin, Genesis, Paul McCartney, Peter Gabriel, 10cc – these are just a few names on the impressive list of bands and musicians for whom the London studio Hipgnosis designed album covers during the heyday of vinyl. Many featured surrealist images, produced long before the invention of digital photography and Photoshop. The Art of Hipgnosis gives you an up-close look at the design, process and stories behind the most iconic album covers ever made.

“We didn’t have Photoshop. Everything had to be shot on film and done by hand. And average artwork could take three to six weeks, whereas you could do some of these album covers in an afternoon now.” - Aubrey ""Po"" Powell, founder of Hipgnosis, 2017, Rolling Stones

The album covers as art
The Dutch photographer and filmmaker Anton Corbijn’s documentary Squaring The Circle: The Story of Hipgnosis, which premiered recently, looks at how some of the cover designs came into being. Though Hipgnosis is known for colourful work, Corbijn chose to make his film in black-and-white, “except for the introduction of each sleeve,” he says. “Those are in colour, to show that they brought colour to the world.”

“Hipgnosis turned the visual interpretation of music into an art form,” says Groninger Museum director Andreas Blühm, who curated the exhibition with Hipgnosis founder Aubrey Powell. All the photographs and objects in The Art of Hipgnosis come from Powell's private archive.

The documentary is currently not on display in the Groninger Museum.

Tricks and tips
Anyone interested in learning more about this art form can pick up a few tricks at the Groninger Museum during The Art of Hipgnosis. The designers will be sharing their secrets in 14 steps. One lesson: sometimes a design fails. A selection of “outtakes” – sleeves rejected by artists including the Rolling Stones – will be on display along with the famous ones.

Eurosonic/Noorderslag
The opening of The Art of Hipgnosis coincides with Groningen’s annual international music event Eurosonic/Noorderslag (ESNS), taking place from 18 to 21 January 2023. ESNS is a conference devoted to European pop music and a showcase festival dedicated to the promotion and discovery of new European and Dutch music.

The Art of Hipgnosis playlist
Take a trip down memory lane with our The Art of Hipgnosis playlist! Listen to the greatest hits of Pink Floyd, Led Zeppelin, Genesis, Paul McCartney, Peter Gabriel and 10cc.",2023.1-2023.5
45,Groninger Museum,2023,Rembrandt’s The Standard Bearer,"Rembrandts The Standard Bearer on tour
Thanks to the unique collaboration of twelve museums, The Standard Bearer by Rembrandt van Rijn will travel through the twelve provinces of the Netherlands in 2022 and 2023. This way as many people as possible are enabled to see Rembrandt's masterpiece.

Rembrandt’s 1636 The Standard Bearer was purchased by the Dutch state in January 2022 with the support of the Rembrandt Association and the Rijksmuseum Fund. The tour through the Netherlands is made possible by the Rijksmuseum, the Rembrandt Association and the VriendenLoterij. It is widely considered the final major important painting by Rembrandt to enter a public collection.",2023.4-2023.5
46,Groninger Museum,2024,Children's Biennale: A Better Place,"A Better Place
The popular Children’s Biennale invites kids and adults to get hands-on with art. Expect room-filling installations you can react to or help to build. Artists from the Netherlands and abroad, including Florentijn Hofman, Hedy Tjin and Wang Ruobing, will present work that will get visitors thinking about a better world. This time round the museum is again working with young ambassadors. Follow their activities at @groningermuseumyoung and #kinderbiennalegm

Interaction
Every artwork in the Children’s Biennale will invite interaction, participation and creation. Through doing, discovering, making and looking, visitors will actively engage with art in a variety of ways.

Artists
The Dutch artists who present their works are Carolien Adriaansche, Sanne Boekel, Florentijn Hofman, Jelle Mastenbroek, Florien Riezebos, Hedy Tjin, Studio Toer and Stefan Venbroek. Installations by Isabel and Alfredo Aquilizan from the Philippines and Wang Ruobing from Singapore can also be admired in the museum.

From start to finish
In the run-up to the exhibition, the children help to write information signs for the artworks, plan the marketing, and select merchandise for the museum shop. They will witness the technical construction of the exhibition, help to determine its layout, and learn how to be a tour guide. Perhaps best of all, they visit participating artists’ studios and, where possible, help them to produce works for the show.

The Children’s Biennale was developed in cooperation with National Gallery Singapore, Groningen primary schools and regional partners.",2024.3-2024.11
47,Groninger Museum,2024,150 Years of the Groninger Museum – Behind the Scenes,"We take you behind the scenes
This exhibition pulls back the curtain on everything visitors don't normally see. How does a collection come into being, and how are artworks conserved? How are they transported and subsequently presented to the public? Behind the Scenes not only answers these questions, it gives visitors a chance to get involved. The exhibition is interactive and calls on visitors to get creative. They can choose which frame best suits a particular artwork or decide which lighting shows it off most effectively.

Stolen Van Gogh to go back on display
In 2020, Vincent van Gogh’s painting The Parsonage Garden at Nuenen in Spring was stolen from the Singer Laren museum. In 2023 came the joyful news that the painting had been recovered. After research by conservator Marjan de Visser at the Depot Boijmans Van Beuningen in Rotterdam, The Parsonage Garden at Nuenen in Spring will return to public view in Behind the Scenes at the Groninger Museum.

150 years of the Groninger Museum: how it all started
The Groninger Museum was born a century and a half ago in a small room in Groningen’s provincial government building. At that point it was simply a cabinet of curiosities. In 1894, it moved to Praediniussingel and became the Groninger Museum van Provinciale Oudheden (Groningen Museum of Provincial Antiquities). Today, visitors to central Groningen can’t miss the current building, a striking, colourful structure that rises up out of the water. Designed by Alessandro Mendini, it has housed the Groninger Museum since 1994. The collection has long since outgrown that small room and now contains more than 60,000 objects. More than 200,000 people visit the museum every year.",2024.3-2024.6
48,Groninger Museum,2024,New acquisitions: tapestries by Andrea Branzi and Koen Taselaar,"In the West oval room of the museum two playful tapestries and recent additions to the museum’s collection are on show. They are two tapestries by different artists, from different times and with very different representations. And yet they are related. Baletto Geometrico was created in 1980 by the Italian designer Andrea Branzi and Koen Taselaar created the wall hanging Radical Furniture for Radical Times five years ago.

In the one tapestry you see four dancing figures perform an abstract ballet and at the other you discover squids in a postmodern design interior. So very different, but each makes reference to other works of art. How are the two works of art connected?

Andrea Branzi
The tapestry on the right is by the Italian designer Andrea Branzi (1938–2023), a member of Alessandro Mendini’s circle. Branzi took the German Bauhaus artist Kurt Schmidt’s sketch for The Mechanical Ballet as his starting point. In Schmidt’s 1923 design, the dancers hide behind movable abstract planes. Schmidt wanted to bring an abstract painting to life on stage. Branzi, in turn, combines three art forms here: abstract art, theatre, and the craft of weaving.

Koen Taselaar
Koen Taselaar’s (b. 1986) Radical Furniture for Radical Times was purchased in 2020 but has just gone on display for the first time in the museum. Taselaar took inspiration in part from the Groninger Museum’s postmodern Italian design collection. The numerous recognisable items include furniture and lamps by Ettore Sottsass, Michele De Lucchi and Peter Shire – the “radical furniture” of the title. As for “radical times”, Taselaar had read that octopi could thrive in a warming world and hence might ultimately survive longer than humans. If the Groninger Museum should ever end up entirely under water, the creatures would find a cheerful home here.",2024.4-2024.9
49,Groninger Museum,2024,How Van Gogh Came to Groningen,"Not many people know it, but the Groninger Museum hosted one of the biggest ever Vincent Van Gogh exhibitions more than a century ago. The exhibition How Van Gogh Came to Groningen will tell the story of the determined Groningers and enterprising students who brought modern art to the northern Netherlands in the 1890s. The exhibition will open on 30 November 2024.

‘Who had ever seen such things?’

At the end of the 19th century, Groningen was a lively city full of new buildings and ideas. Travellers could take the train to the city for the first time and disembark at a brand new station. The population was growing, and the city was expanding. The Stadsschouwburg theatre was under construction, and the Groningen Museum of Antiquities had recently opened. In a bid to shake up the art world, six University of Groningen students – including Johan Huizinga, who would become a world-famous historian – organised eight spectacular exhibitions at the Groninger Museum in 1896 and 1897. Their efforts would prove pivotal for the development of modern art.

A craving for change

How Van Gogh Came to Groningen sparkles with bold, experimental personalities, people who transformed the zeitgeist and the culture. Like its 1896 predecessor, the show features work by the Dutch painter Jan Toorop, Belgian symbolists, and French printmakers including Henri de Toulouse-Lautrec – all innovators who challenged the art establishment. Johanna van Gogh-Bonger, Vincent's sister in law, was another key figure; most of the 128 Van Gogh works shown in Groningen came from her collection.

After the exhibition, on the advice of the “art tsar” H.P. Bremmer, influential Groningen professors including Gerard Heymans began collecting Van Gogh’s work. Lecturers at the Minerva Art Academy recognised his importance and transmitted it to the artists of De Ploeg. Van Gogh’s paintings provided seminal inspiration for their bright palette.

In short, the fin de siècle was a thrilling, decisive time in Groningen when a lot went on. How Van Gogh Came to Groningen is an unmissable show for anyone interested in the history of modern art.

Catalogue

The book How Van Gogh Came to Groningen will be published in conjunction with the exhibition. Providing an in-depth look at the show’s subject matter, it is partially written and based on research by guest curator Mariëtta Jansen and published by WBooks.",2024.11-2024.5
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
